epoch,train_loss,eval_loss,eval_top1,eval_top5,lr,Active layers,Total Training Time (s),Epoch Time (s),FLOPs,Layers,Spectral norm,Frobenius norm
0,2.1625989707946776,1.908890155029297,31.89,84.77,1e-05,16,55.72378468513489,55.7237823009491,1034969088.0,16,4102.1005859375,484992.03125
1,2.096617401313782,1.8057749984741212,36.23,87.23,1.9e-05,16,109.36339545249939,53.23333525657654,2049884160.0,32,4102.056640625,484965.0
2,2.053267031288147,1.70374897441864,40.27,89.35,2.8000000000000003e-05,16,165.08515906333923,53.12069630622864,3064799232.0,48,4101.931640625,484921.625
3,2.0324363512039185,1.6717966918945313,40.78,90.08,3.7e-05,16,219.83859968185425,53.107303619384766,4079714304.0,64,4101.8017578125,484877.1875
4,2.0178415466308595,1.6434520664215089,44.72,90.45,4.6e-05,16,273.23351407051086,53.19381141662598,5094629376.0,80,4101.54541015625,484812.75
5,2.0045279752731324,1.5946084753036498,45.42,91.33,5.5e-05,16,326.61134791374207,53.17717123031616,6109544448.0,96,4101.296875,484746.3125
6,1.9696021585464478,1.5181516544342042,47.58,92.05,6.4e-05,16,380.0069851875305,53.187432050704956,7124459520.0,112,4101.048828125,484674.6875
7,1.9541133911132813,1.4580214654922485,50.24,92.68,7.3e-05,16,435.9145975112915,53.2303946018219,8139374592.0,128,4100.81591796875,484606.6875
8,1.9540186372756958,1.456710971069336,50.82,93.33,8.2e-05,16,489.35068941116333,53.237234115600586,9154289664.0,144,4100.5537109375,484531.90625
9,1.9366293064117432,1.4283140314102172,52.25,93.46,9.1e-05,16,542.8577449321747,53.24049115180969,10169204736.0,160,4100.3779296875,484467.125
10,1.923840788459778,1.416725247001648,51.93,93.65,9.97534852915723e-05,16,596.302796125412,53.24147033691406,11184119808.0,176,4100.09716796875,484390.0625
11,1.910483062362671,1.3934890491485596,53.52,94.16,9.970177445201784e-05,16,649.7958719730377,53.29470753669739,12199034880.0,192,4099.95458984375,484324.1875
12,1.8932985757827758,1.3018173580169679,56.05,94.92,9.964516155915151e-05,16,703.3461880683899,53.35129427909851,13213949952.0,208,4099.77392578125,484256.65625
13,1.8881006954193116,1.308873424720764,57.54,94.88,9.958365282121497e-05,16,756.7618660926819,53.19115090370178,14228865024.0,224,4099.62890625,484192.3125
14,1.8614059415817261,1.2637574542999268,57.99,95.36,9.951725498333448e-05,16,810.1625347137451,53.20060920715332,15243780096.0,240,4099.49755859375,484134.78125
15,1.848397483253479,1.2374553789138794,59.98,95.46,9.94459753267812e-05,16,863.8316469192505,53.47058439254761,16258695168.0,256,4099.44384765625,484084.15625
16,1.8495817975997926,1.1857163665771484,62.39,96.2,9.936982166817273e-05,16,917.1008148193359,53.00381922721863,17273610240.0,272,4099.263671875,484016.4375
17,1.837957280921936,1.1623099403381347,61.79,95.95,9.928880235861588e-05,16,970.3509273529053,53.05014991760254,18288525312.0,288,4099.2373046875,483963.4375
18,1.822457021522522,1.1833611053466797,62.68,96.16,9.9202926282791e-05,16,1023.8057925701141,53.242547273635864,19303440384.0,304,4099.2333984375,483922.34375
